区域，职位，地点，搜索链接，状态，时间戳
Middle East,Procurement Manager,Dubai,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["Dubai"]},search_link_generated,2026-04-01T21:31:58.468824
Middle East,Purchasing Director,Dubai,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["Dubai"]},search_link_generated,2026-04-01T21:31:58.468841
Middle East,Procurement Manager,Saudi Arabia,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["Saudi Arabia"]},search_link_generated,2026-04-01T21:31:58.468846
Middle East,Purchasing Director,Saudi Arabia,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["Saudi Arabia"]},search_link_generated,2026-04-01T21:31:58.468850
Middle East,Procurement Manager,UAE,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["UAE"]},search_link_generated,2026-04-01T21:31:58.468853
Middle East,Purchasing Director,UAE,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["UAE"]},search_link_generated,2026-04-01T21:31:58.468859
Middle East,Procurement Manager,Qatar,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["Qatar"]},search_link_generated,2026-04-01T21:31:58.468862
Middle East,Purchasing Director,Qatar,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["Qatar"]},search_link_generated,2026-04-01T21:31:58.468865
Southeast Asia,Procurement Manager,Singapore,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["Singapore"]},search_link_generated,2026-04-01T21:31:58.468869
Southeast Asia,Purchasing Director,Singapore,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["Singapore"]},search_link_generated,2026-04-01T21:31:58.468872
Southeast Asia,Procurement Manager,Malaysia,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["Malaysia"]},search_link_generated,2026-04-01T21:31:58.468875
Southeast Asia,Purchasing Director,Malaysia,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["Malaysia"]},search_link_generated,2026-04-01T21:31:58.468877
Southeast Asia,Procurement Manager,Thailand,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["Thailand"]},search_link_generated,2026-04-01T21:31:58.468880
Southeast Asia,Purchasing Director,Thailand,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["Thailand"]},search_link_generated,2026-04-01T21:31:58.468882
Europe,Procurement Manager,United Kingdom,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["United Kingdom"]},search_link_generated,2026-04-01T21:31:58.468886
Europe,Purchasing Director,United Kingdom,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["United Kingdom"]},search_link_generated,2026-04-01T21:31:58.468889
Europe,Procurement Manager,Germany,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["Germany"]},search_link_generated,2026-04-01T21:31:58.468892
Europe,Purchasing Director,Germany,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["Germany"]},search_link_generated,2026-04-01T21:31:58.468895
Europe,Procurement Manager,Poland,https://www.linkedin.com/sales/search/people?query={"keywords":"Procurement Manager prefab house","locations":["Poland"]},search_link_generated,2026-04-01T21:31:58.468897
Europe,Purchasing Director,Poland,https://www.linkedin.com/sales/search/people?query={"keywords":"Purchasing Director prefab house","locations":["Poland"]},search_link_generated,2026-04-01T21:31:58.468900
